ID товара;Остаток
24126;47
50063;136
34343;76
50068;141
50069;178
50071;72
50070;35
22945;90
23765;10
34347;44
34340;145
34341;182
34342;39
21632;109
19958;91
34317;0
34316;157
34318;51
34319;88
39834;0
39835;60
39836;97
39831;92
39832;129
39833;166
44404;93
34344;0
34337;34
34338;71
34336;177
44407;24
34335;0
44408;61
44402;19
44403;56
34339;108
44976;17
24957;0
18720;0
34320;125
34321;162
39181;162
39184;93
39182;19
39180;125
39183;56
28118;151
22953;26
22566;107
20578;171
34332;29
34322;19
34325;130
34323;56
34324;93
34330;135
36752;109
34331;172
23781;62
20952;0
25112;169
19992;89
24612;29
19597;54
19598;91
32826;107
32827;144
32828;181
32829;38
514941;182
514942;39
514939;108
23620;45
20660;145
23621;82
24658;111
20661;182
58003;156
58004;13
514943;76
58013;166
58014;0
58015;60
514945;150
22994;103
21777;74
20812;9
20813;46
57935;160
57936;17
57937;54
514944;0
22000;45
18805;90
22001;82
23778;0
24516;0
21496;117
18994;63
21494;43
18996;137
18481;162
23480;85
24514;183
24515;40
46011;152
46005;110
46007;184
46008;0
46009;78
18484;93
24517;114
19990;15
19502;139
23482;159
20523;116
18483;56
23483;16
46026;0
46027;24
46028;61
21521;142
46049;118
17990;175
18524;133
46044;0
24550;75
24551;112
46046;7
20542;99
20543;136
46047;44
22523;136
46048;81
22694;163
23672;169
23996;97
18698;91
24719;28
18699;128
19695;80
23671;132
18995;100
46068;101
46050;155
46051;12
46064;133
46053;0
46065;170
46055;160
46066;27
46067;64
19767;44
22988;61
46087;84
20790;0
22766;127
46083;116
21754;123
46084;153
19685;70
18775;60
46074;143
46085;10
20791;132
46086;47
21769;138
22776;137
18786;107
24792;29
19778;91
20805;110
17997;74
21768;101
46106;67
46100;25
46101;62
46102;99
46091;52
46103;136
46104;173
46105;30
20538;0
51244;93
20600;85
51245;130
22016;97
21590;175
51246;0
51247;24
23587;84
30367;24
24627;44
37282;99
18604;33
19607;64
20612;169
51308;121
51310;15
51311;52
51312;90
51313;126
20714;163
18700;165
18701;22
22695;20
24018;11
528997;54
528998;91
21708;0
20740;45
20741;82
20014;183
18551;52
51455;160
19553;46
51456;18
20982;180
45961;102
51442;40
18988;22
45969;38
51443;76
18548;122
45970;76
45963;0
45948;162
51444;0
22542;120
51445;150
19550;116
45945;0
45965;70
45950;56
18549;0
51447;44
20563;156
51448;82
25066;88
45973;6
45967;144
51449;118
20988;0
51450;156
20564;14
51451;12
23543;76
51452;50
21539;88
51453;0
24573;26
51454;124
53040;126
53037;0
53038;52
53119;168
53041;162
53043;56
53042;20
25160;145
25192;69
25173;0
25193;106
25194;143
25153;66
25163;76
25158;72
25196;37
25187;64
25197;74
25165;150
25175;160
25155;0
25166;7
25156;177
25159;108
25168;81
25188;101
25189;138
25176;17
25182;0
25178;91
25177;54
25170;155
25200;0
30264;174
30297;134
30280;46
30295;60
525771;0
525767;64
525768;101
20619;0
17998;111
20620;105
30396;18
24636;18
24637;54
20605;90
51240;125
51241;162
51242;19
51234;83
51235;120
51236;157
51237;0
51239;88
528996;17
38587;144
25078;171
22612;9
22628;61
23618;151
533189;178
20656;177
23619;8
20657;34
47214;0
22997;34
22002;119
18641;142
23617;114
22626;0
21626;67
22627;24
24655;180
20998;51
18629;58
515036;97
515035;60
515034;0
515033;166
515032;129
515041;102
515040;65
515039;28
515038;171
515037;134
20789;58
19765;150
18774;0
22763;16
48927;44
48928;81
48929;118
48930;155
48931;12
48932;49
48933;0
48934;123
48935;160
48936;17
48937;54
48926;7
48915;0
48916;177
48917;34
48918;71
48919;108
48920;145
48921;182
48923;76
48924;0
19020;126
57939;128
57938;91
514965;170
57943;96
57944;133
514963;96
57946;27
57945;170
514960;165
514962;0
514957;54
514958;91
514951;12
514952;49
514961;22
514959;128
24082;39
19018;51
58006;87
58007;124
58011;92
58012;129
514973;106
514964;133
514938;71
514937;34
511889;118
511887;44
511888;81
511886;7
511884;0
511885;150
514940;145
511890;155
511891;12
511895;160
511892;49
511894;123
511897;54
511893;0
511911;0
511909;138
511912;69
511899;128
511902;0
511900;165
511903;96
511901;22
512125;30
512130;35
512126;67
512131;72
512133;146
512132;109
512134;183
512135;40
518067;0
512127;0
512124;173
512128;141
512129;178
19524;53
22514;163
21492;0
18509;118
19523;16
23502;179
24001;102
24800;145
24801;182
22784;73
24802;39
21939;128
19157;154
32685;110
515031;92
20993;46
18140;145
23154;83
22157;94
24145;30
19785;171
19786;27
21778;111
18799;48
17994;144
23770;15
32753;108
58016;97
58018;171
514953;0
20994;83
18797;154
23768;121
19787;64
23769;0
25110;0
44952;29
44953;66
44954;103
44950;135
44951;172
37312;129
37313;166
37309;18
37310;55
37311;92
37314;0
37304;13
37305;0
37306;87
37307;124
37301;82
37302;119
37303;156
37308;161
53936;157
53938;51
53939;88
53937;0
53935;120
53934;83
55936;177
53978;91
25468;21
53977;54
25469;58
30377;34
25470;0
53979;128
25467;164
53994;143
25471;132
53993;106
21781;42
25472;169
53989;138
53992;69
25431;92
25434;0
24807;44
25440;65
25455;80
25430;55
25476;137
25477;174
25475;100
53990;175
25458;11
25481;142
25482;179
25483;36
25484;73
25480;105
25485;110
53982;0
25460;85
53991;0
25461;0
25462;159
53995;180
25459;48
21787;84
25486;147
53980;165
25464;53
53996;37
25465;90
25466;127
53981;22
25463;16
35921;142
35922;179
521950;135
521951;172
521953;66
521954;103
521955;0
521957;34
521958;71
521973;0
521974;123
521976;17
521960;145
521963;76
521964;0
521966;7
521967;44
521969;118
521971;12
521979;128
521980;165
521982;0
521984;133
521859;8
521866;87
521879;28
521883;0
521884;33
521897;154
521903;16
521919;0
521925;110
521931;152
25805;100
22065;110
25807;144
20134;123
25809;38
22129;138
25810;75
23124;53
25806;107
21128;181
20136;17
25812;0
40361;82
22130;175
22131;0
25808;181
23065;30
23125;90
23126;127
22132;69
20138;91
45939;8
531423;0
34827;164
34828;21
34829;58
34693;66
34694;103
21552;29
23550;155
22559;28
25068;161
25830;0
20575;60
19568;61
22561;102
23552;49
22562;139
22076;157
19571;172
22563;0
21554;103
18568;141
23554;123
24587;184
24588;0
18569;178
23555;160
20576;97
24590;115
23556;17
22149;0
24119;148
20465;130
19427;64
21426;47
21427;84
20464;93
23416;57
24444;0
20467;24
22439;88
19438;111
24449;118
24450;155
18407;124
32073;146
18408;161
36003;116
32074;183
36001;42
36002;79
19439;148
21432;89
18677;34
20695;180
18679;108
24698;151
21660;65
22671;0
21661;102
24700;45
20697;74
23653;6
20698;111
24127;84
18126;0
20148;101
19137;134
20149;138
18031;72
23138;31
18127;24
21141;0
20150;175
24128;121
23140;105
31659;128
20157;74
35873;200
24131;52
20158;111
35879;30
35872;150
35880;90
35874;0
22144;153
20159;148
30308;181
35875;100
20160;0
22145;10
35882;150
35876;100
35883;0
35877;150
20161;42
24132;89
24133;126
19141;102
19142;139
18128;61
23143;36
18129;98
19143;0
20162;79
23144;73
19144;33
21797;94
35957;50
36377;100
21798;0
35884;50
30306;107
36378;0
18722;79
21705;110
24734;43
24735;80
19722;179
23686;147
49524;173
49525;30
49505;10
49506;47
50825;70
49518;0
49519;168
49520;25
49521;62
49522;99
49512;89
49523;136
49514;163
50824;33
49528;141
49526;67
49529;178
49527;0
49517;94
18000;0
20558;151
19544;73
20559;8
22536;0
22537;114
509518;51
509519;88
18485;130
19504;33
19505;70
19503;0
24718;171
21547;24
22551;92
20571;92
18563;136
18564;173
20570;55
19562;19
18047;124
23547;44
21546;0
21408;101
20439;0
22414;63
19401;182
21406;27
24405;110
21409;138
25043;136
24406;147
20440;105
23396;37
24408;0
22415;100
18369;0
18370;15
23399;148
18371;52
20442;179
19403;76
22417;174
22416;137
23400;0
19402;39
23401;42
18372;89
19404;0
23398;111
22418;31
19405;150
24411;152
20443;36
24412;9
18375;20
20444;73
23403;116
18374;163
23404;153
508547;124
20120;145
508549;18
18108;0
508548;161
18109;78
19121;82
22127;64
19054;123
24398;31
23390;175
21402;0
20436;137
21404;133
24399;0
24400;105
22410;0
21403;96
23391;0
24403;36
20063;16
18004;153
24401;142
21405;170
24402;179
23394;143
22411;132
30844;33
22048;21
40903;156
40904;13
40905;0
40906;87
40907;124
40909;18
40910;55
40913;166
40914;0
50532;29
508555;60
21473;166
22479;128
22480;165
20505;170
35868;161
35013;30
24496;57
35012;200
35869;18
35015;120
20507;64
35014;100
22484;133
35871;92
35009;60
21477;134
35008;50
35870;55
35011;150
23466;107
35010;0
21476;97
23467;144
19481;82
24497;94
24498;0
21478;171
22485;170
18457;174
24500;25
24501;62
22488;101
18459;0
18460;105
19483;156
20510;175
21481;102
18464;73
23472;0
19484;13
19486;87
19487;124
19488;161
23473;6
18465;110
24504;173
21487;144
18466;147
509582;79
30553;66
30554;103
32641;102
32643;0
32646;107
32647;144
23008;81
24016;117
21488;181
18468;0
19491;92
18469;78
19492;129
18470;115
24508;141
21489;38
19495;60
18471;152
21490;75
22493;106
21491;112
19496;97
22494;143
18473;46
30318;11
24506;67
30240;0
54308;61
54309;98
54310;135
54311;172
54314;103
54315;0
54316;177
54317;34
54318;71
18409;18
19441;42
21746;7
22760;85
41869;78
24137;94
23148;0
41867;184
24138;0
41868;0
18132;29
24139;168
18133;66
22153;126
513704;133
513705;170
513706;27
531320;145
53356;117
53355;80
53354;43
512216;157
513707;64
513708;101
513709;138
513710;175
513711;0
513713;106
513712;69
513714;143
512222;19
512224;93
512226;0
512220;125
512221;162
20531;52
56136;17
24525;0
25056;0
526449;98
526450;135
526455;0
526451;172
526452;29
526453;66
526454;103
526615;120
527931;0
527928;101
527929;138
18521;22
38798;31
20734;183
22728;161
22729;18
517719;8
517718;151
38814;90
30327;164
20921;82
23528;61
22531;72
526580;85
526581;0
526579;48
526456;177
526457;34
526458;71
18929;178
515308;81
515309;118
515310;155
18928;141
19124;13
23119;48
20583;0
20580;65
20581;102
18577;114
24592;9
20585;70
21566;7
19935;0
38808;0
19930;135
23565;170
22570;75
38802;180
38801;145
21929;118
526570;75
526571;112
526562;139
526561;102
526337;94
526560;65
526559;28
526551;92
526552;129
526555;60
526553;166
526556;97
526554;0
526557;134
526558;171
526573;6
526574;43
526575;80
526550;55
526563;0
526564;33
526565;70
526566;107
526567;144
526568;181
526569;38
526576;117
526577;154
526578;11
526572;0
44355;80
44361;0
44362;159
44363;16
44372;169
18241;102
19281;62
18044;13
23276;97
19267;84
18240;65
18045;0
21280;45
20278;51
22266;0
23277;134
22267;24
21281;82
22268;61
20279;88
18242;139
19282;99
21282;119
23278;171
23049;0
25026;47
23279;28
19283;136
19284;173
21254;163
33700;45
33701;82
33702;119
33703;156
33704;13
33705;0
33706;87
33707;124
33708;161
33709;18
33710;55
33711;92
33712;129
33713;166
33714;0
33715;60
33716;97
33717;134
33718;171
33719;28
33720;65
33721;102
33722;139
33724;33
33725;70
33726;107
33814;123
55591;12
33314;163
515245;90
515246;127
515247;164
515248;21
515249;58
515266;147
515267;184
515250;0
515251;132
515252;169
515253;26
515254;63
515255;100
515256;137
515268;0
515257;174
515258;31
515259;0
515260;105
515261;142
515262;179
515263;36
515269;78
515270;115
515264;73
515265;110
515218;171
515219;28
515220;65
515221;102
515222;139
515223;0
515224;33
515225;70
515226;107
515227;144
515228;181
515229;38
515230;75
515231;112
515232;0
515233;6
515234;43
515235;80
515236;117
515237;154
515238;11
515239;48
515240;85
515241;0
515242;159
515243;16
515244;53
526621;162
526484;133
526600;105
526617;0
526413;26
526407;164
526408;21
526409;58
526410;0
526595;100
526613;46
526384;33
526608;0
526347;0
526385;70
526332;89
526348;141
526349;178
526386;107
526387;144
526388;181
526596;137
526390;75
526391;112
526392;0
526393;6
526394;43
526395;80
526396;117
526397;154
526389;38
526350;35
526609;78
526351;72
526611;152
526398;11
526352;109
526399;48
526353;146
526357;114
526354;183
526355;40
526331;52
526400;85
526401;0
526402;159
526405;90
526597;174
526473;0
526472;49
526474;123
526593;26
526476;17
526618;51
526478;91
526479;128
527520;125
526467;44
526468;81
526469;118
526470;155
526471;12
526594;63
526480;165
526482;0
526411;132
526344;173
526412;169
29420;85
18081;0
21089;178
24996;17
19088;121
20085;110
21088;141
20086;147
19089;0
20088;0
30325;90
37125;0
19996;57
21449;178
19995;20
18427;144
21450;35
19458;0
18428;181
24003;0
24471;0
20311;12
18430;75
18425;70
21451;72
23439;8
21452;109
24041;142
29443;36
24475;180
24476;37
21455;40
25050;35
23447;124
21456;0
22003;156
19462;99
22465;150
21462;119
19459;168
20489;118
24480;0
23448;161
24481;42
18434;43
24478;111
22467;44
18435;80
24479;148
22915;60
23451;92
25051;72
18436;117
21464;13
20495;160
38341;42
522981;0
522988;21
522982;159
38330;175
522983;16
24945;110
23031;0
20679;128
23030;175
23910;155
19656;0
24712;129
31025;70
23659;48
24711;92
31026;107
22901;82
19683;0
18690;155
21671;112
20029;18
31024;33
23658;11
21038;91
21672;0
18691;12
24713;166
18033;146
23661;0
19687;144
18921;62
21914;103
22685;10
22912;129
24704;13
20699;148
24703;156
18930;35
37289;178
37295;40
18681;182
22572;0
22574;43
21567;44
18578;151
21568;81
30250;15
58304;133
19936;177
24726;107
22706;67
22707;0
18932;109
24727;144
20719;168
23926;27
19514;43
24527;124
19515;80
19516;117
18668;61
24932;169
22150;15
44886;107
21923;76
24135;20
24054;83
20752;129
24746;127
21069;0
18740;25
21717;0
44907;164
44906;127
44905;90
44904;53
526530;35
526531;72
526532;109
526520;25
526521;62
526522;99
526340;25
526526;67
526527;0
526523;136
526524;173
526341;62
526525;30
526342;99
526528;141
526529;178
23763;116
23909;118
24794;103
18788;181
18789;38
22777;174
25107;164
19923;56
18790;75
18791;112
23764;153
22778;31
19781;22
21772;69
22779;0
29019;8
22905;0
24795;0
56148;101
30287;124
30290;55
23683;36
22718;151
24056;157
20588;181
22577;154
21572;49
23069;178
19582;39
23571;0
23572;69
18582;119
22578;11
23573;106
23574;143
25072;129
20067;164
24597;0
22579;48
24598;51
23561;22
22066;147
526345;30
526494;143
526506;47
526507;84
526346;67
526495;180
526508;121
526509;0
526601;142
526510;15
526360;45
526496;37
526511;52
526512;89
526513;126
526514;163
526497;74
526498;111
526515;20
526619;88
526499;148
526500;0
526501;42
526517;94
526518;0
526502;79
526503;116
526610;115
526504;153
526614;83
526505;10
526459;108
526460;145
526461;182
526620;125
526462;39
526359;8
526464;0
526463;76
526465;150
526519;168
526343;136
526549;18
526533;146
526534;183
526535;40
526540;45
526536;0
526541;82
526537;114
526538;151
526539;8
526607;184
526548;161
526545;0
526546;87
526547;124
526542;119
526543;156
526544;13
23064;173
38776;117
20139;128
20141;22
19067;64
24117;74
21130;75
20143;96
22134;143
23128;21
18123;56
22135;180
21131;112
21132;0
22137;74
23129;58
18124;93
24118;111
20144;133
22136;37
19132;129
30267;0
21146;127
23690;115
24737;154
24062;19
19145;70
22147;84
22148;121
24083;76
47299;108
47300;145
47301;182
47302;39
47303;76
47304;0
47306;7
47307;44
47308;81
38343;116
29475;0
29442;179
38345;10
38347;84
29458;51
29449;78
20909;178
21731;172
19909;78
20770;75
18918;0
24758;31
20028;161
22746;107
24759;0
19910;115
19911;152
21734;103
22747;144
22748;181
23722;39
23723;76
49910;55
49911;92
49912;129
49913;166
49918;171
49914;0
49922;139
22024;33
18944;13
22025;70
23943;116
23724;0
20771;112
21736;177
21040;165
32087;124
32088;161
32086;87
32089;18
32085;0
32090;55
24157;114
23172;29
22059;0
532625;10
532626;47
22061;142
23171;172
515279;88
515280;125
515278;51
515282;19
515283;56
515285;130
515277;0
515284;93
515290;135
515292;29
515286;0
515287;24
515289;98
515293;66
515291;172
515288;61
45094;63
20456;157
20457;0
20458;51
24437;34
18397;114
23430;35
21120;65
24109;138
20121;182
19123;156
20122;39
23115;80
24108;101
19122;119
21121;102
23116;117
19454;163
18041;82
22033;6
19453;126
25048;141
18420;65
20485;150
22954;63
24465;170
19455;20
18423;0
23045;10
24466;27
23433;146
18424;33
24467;64
37284;173
23434;183
18042;119
56141;22
21446;67
19456;57
23436;0
20486;7
24468;101
23437;114
23906;7
24924;53
19908;0
18057;134
22896;0
22058;31
24799;108
19784;133
21064;153
21912;29
32256;0
25109;58
21776;37
22783;36
20810;115
22782;179
30271;72
30255;20
30316;117
30298;171
38430;0
36683;76
38425;90
38426;127
36682;39
36680;145
36681;182
44388;0
44389;78
44390;115
44391;152
44392;9
44387;184
44381;142
44382;179
44383;36
44384;73
44385;110
44386;147
23155;120
22158;0
18141;182
20171;52
21156;137
22164;173
515305;150
515306;7
515307;44
22039;48
25025;10
18238;171
19277;94
21274;183
33733;6
33734;43
33735;80
33727;144
33728;181
33730;75
33731;112
33732;0
515294;103
515295;0
515296;177
515297;34
515298;71
23157;0
23156;157
19161;0
24146;67
20175;20
20050;75
24149;178
21163;36
18144;0
18143;76
18147;44
22056;137
22169;178
20178;0
20180;25
17999;148
20181;62
23063;136
23162;19
24053;46
19166;127
515299;108
515300;145
515301;182
515302;39
515303;76
515304;0
515271;152
515272;9
515273;46
515274;83
515275;120
515276;157
526439;88
526440;125
526441;162
526442;19
526443;56
526444;93
526445;130
526446;0
526447;24
526448;61
32667;164
25394;163
25395;20
50404;153
47520;0
47519;148
47518;111
47525;10
47523;116
513716;37
513717;74
513718;111
513720;0
513721;42
529123;36
529124;73
529121;142
529117;174
529114;63
529125;110
529126;147
529120;105
529119;0
517687;84
517688;121
526616;157
526598;31
526356;0
526612;9
526599;0
526422;179
526423;36
526424;73
526425;110
526426;147
526427;184
526428;0
526429;78
526430;115
526431;152
526432;9
526433;46
526434;83
526435;120
526436;157
526437;0
526438;51
526487;64
526335;20
526330;15
526338;0
524721;62
524722;99
522115;120
522116;157
522117;0
522532;69
522531;0
522530;175
522529;138
522517;54
522524;133
522523;96
522528;101
522527;64
522526;27
522525;170
522522;0
522521;22
522520;165
522519;128
526717;114
514039;108
514038;71
514060;165
514122;119
514059;128
514072;69
517780;105
512442;0
512444;133
512449;138
512452;69
512454;143
517755;80
517757;154
517759;48
517760;85
517767;164
517769;58
517772;169
512436;17
512433;0
512434;123
512435;160
512438;91
512439;128
512429;118
512432;49
512418;71
512419;108
512420;145
512421;182
512422;39
512409;98
512414;103
512417;34
512470;15
512471;52
512472;89
512500;45
512502;119
512503;156
512479;168
512467;84
512480;25
512481;62
512482;99
512474;163
512484;173
512475;20
512476;57
512477;94
516004;93
515982;179
515983;36
516005;130
515984;73
515979;0
515985;110
516006;0
516007;24
516008;61
516003;56
516009;98
516010;135
515998;51
516013;66
516017;34
516014;103
515999;88
516015;0
515974;63
516016;177
515977;174
516000;125
515978;31
516001;162
515975;100
516002;19
515976;137
516011;172
516012;29
522109;78
522110;115
522111;152
522112;9
522113;46
509356;177
509425;30
509432;109
54943;156
54945;0
54941;82
54944;13
54946;87
54942;119
54940;45
509009;118
509024;133
509013;0
509012;49
509016;17
509015;160
509028;101
509027;64
509008;81
524841;182
36423;0
37219;108
37221;182
531355;180
44453;106
36655;120
36663;56
44155;60
36664;93
44154;0
36661;162
36662;19
36657;0
44152;129
36658;51
44153;166
36659;88
44156;97
44157;134
44158;171
36665;130
58081;162
58080;125
58079;88
58078;51
19772;49
22769;58
523496;97
18779;28
24783;56
23749;138
21758;91
18479;88
526048;21
526045;90
526044;53
526047;164
521837;94
521838;0
521839;168
521840;25
19500;65
23954;163
